keyword,search_volume,intent,commercial_value,difficulty,current_position,target_position,primary_owning_url,role,secondary_supporting_urls,title_coverage,meta_coverage,h1_coverage,h2_coverage,body_coverage,faq_coverage,internal_anchor_coverage,cannibalisation_risk,competitor_gap,serp_similarity,optimization_score,next_action,silo,page_visitors,page_pageviews,page_conversions,page_seconds,page_bounce,page_sessions,behaviour_source,gsc_clicks,gsc_impressions,gsc_ctr,gsc_position,gsc_ranking_url,demand_share
staff meals dubai,0,informational,0,,,20,/staff-meals-catering-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Corporate Catering,0,0,0,29.0,0,1,ga4,,,,,,
best sushi catering dubai,0,commercial,0,,,20,/sushi-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.3,3,a second natural mention,Cuisines and Dietary,3,4,0,157.0,0,1,ga4,,,,,,
birthday sushi catering dubai,0,,0,,,20,/sushi-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,3,4,0,157.0,0,1,ga4,,,,,,
halal sushi catering dubai,0,commercial,0,,,20,/sushi-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.36,3,a second natural mention,Cuisines and Dietary,3,4,0,157.0,0,1,ga4,,,,,,
japanese catering dubai,0,commercial,0,,,20,/sushi-catering-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.21,1,write one sentence that says it,Cuisines and Dietary,3,4,0,157.0,0,1,ga4,,,,,,
private sushi chef dubai,0,,0,,,20,/sushi-catering-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Cuisines and Dietary,3,4,0,157.0,0,1,ga4,,,,,,
sushi caterer dubai,0,,0,,,20,/sushi-catering-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Cuisines and Dietary,3,4,0,157.0,0,1,ga4,,,,,,
sushi catering cost per person dubai,0,commercial,0,,,20,/sushi-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.15,3,a second natural mention,Cuisines and Dietary,3,4,0,157.0,0,1,ga4,,,,,,
sushi catering dubai price,0,commercial,0,,,20,/sushi-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,3,4,0,157.0,0,1,ga4,,,,,,
sushi catering menu dubai,0,transactional,0,,,20,/sushi-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.4,3,a second natural mention,Cuisines and Dietary,3,4,0,157.0,0,1,ga4,,,,,,
sushi catering packages dubai,0,commercial,0,,,20,/sushi-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,3,4,0,157.0,0,1,ga4,,,,,,
sushi chef at home dubai,0,informational,0,,,20,/sushi-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.07,3,a second natural mention,Cuisines and Dietary,3,4,0,157.0,0,1,ga4,,,,,,
sushi platter dubai,0,,0,,,20,/sushi-catering-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Cuisines and Dietary,3,4,0,157.0,0,1,ga4,,,,,,
private tasting menu dubai,0,commercial,0,,,20,/tasting-menu-dubai,primary,,False,False,False,False,0,False,partial,low,,1.0,0,"no measured UAE demand, but the page gets visits — check the phrasing against what they search; put the exact primary in the title; put the exact primary in the H1; say it in the meta description; say it in the first 100 words; one H2 carries it; use it at least twice in the body; answer a FAQ that contains it; get an inbound link with this anchor",Dining Experiences,4,4,0,,,0,,,,,,,
chef tasting menu dubai,0,transactional,0,,,20,/tasting-menu-dubai,sub,,True,False,False,False,0,False,partial,low,no tracked competitor in top 30,,0,write one sentence that says it; remove it from the heading (subs live in sentences),Dining Experiences,4,4,0,,,0,,,,,,,
degustation menu dubai private,0,,0,,,20,/tasting-menu-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Dining Experiences,4,4,0,,,0,,,,,,,
halal tasting menu dubai,0,commercial,0,,,20,/tasting-menu-dubai,sub,,False,False,False,False,0,False,partial,low,no tracked competitor in top 30,,1,write one sentence that says it,Dining Experiences,4,4,0,,,0,,,,,,,
private chef set menu dubai,0,transactional,0,,29,10,/tasting-menu-dubai,sub,,False,False,False,False,0,False,partial,low,"no tracked competitor in top 30, we #29",,1,write one sentence that says it; merge → /how-it-works,Dining Experiences,4,4,0,,,0,,,,,,,
private chef tasting menu dubai,0,transactional,0,,23,10,/tasting-menu-dubai,sub,,True,False,False,False,0,False,partial,low,"no tracked competitor in top 30, we #23",,0,write one sentence that says it; remove it from the heading (subs live in sentences); merge → /blog/best-private-chef-birthday-dinner-dubai,Dining Experiences,4,4,0,,,0,,,,,,,
private chef tasting menu price per person dubai,0,commercial,0,,13,10,/tasting-menu-dubai,sub,,False,False,False,False,0,False,partial,low,"no tracked competitor in top 30, we #13",,1,write one sentence that says it,Dining Experiences,4,4,0,,,0,,,,,,,
private jet catering menu prices,0,,0,,,20,/tasting-menu-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Dining Experiences,4,4,0,,,0,,,,,,,
tasting menu at home dubai,0,transactional,0,,,20,/tasting-menu-dubai,sub,,False,False,False,False,0,False,partial,low,no tracked competitor in top 30,,1,write one sentence that says it,Dining Experiences,4,4,0,,,0,,,,,,,
tasting menu birthday dubai,0,,0,,,20,/tasting-menu-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Dining Experiences,4,4,0,,,0,,,,,,,
tasting menu courses,0,,0,,,20,/tasting-menu-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Dining Experiences,4,4,0,,,0,,,,,,,
tasting menu dubai price,0,commercial,0,,,20,/tasting-menu-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Dining Experiences,4,4,0,,,0,,,,,,,
tasting menu packages dubai,0,commercial,0,,,20,/tasting-menu-dubai,sub,,False,False,False,False,0,False,partial,low,no tracked competitor in top 30,,1,write one sentence that says it,Dining Experiences,4,4,0,,,0,,,,,,,
holiday villa chef dubai,0,transactional,0,,12,10,/tourist-villa-chef-dubai,primary,,True,False,True,False,1,False,none,low,"no tracked competitor in top 30, we #12",1.0,5,no measured UAE demand for this primary — re-target it or merge the page; say it in the meta description; one H2 carries it; use it at least twice in the body; answer a FAQ that contains it; get an inbound link with this anchor,Private Chef,0,0,0,,,0,,,,,,,
chef for holiday home dubai,0,commercial,0,,31,20,/tourist-villa-chef-dubai,sub,,False,False,False,False,0,False,none,medium — SERP looks like another page,"no tracked competitor in top 30, we #31",0.21,0,write one sentence that says it; merge → /apartment-private-dining-dubai,Private Chef,0,0,0,,,0,,,,,,,
chef villa vanderpump,0,,0,,,20,/tourist-villa-chef-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Private Chef,0,0,0,,,0,,,,,,,
chef villa zaira,0,,0,,,20,/tourist-villa-chef-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Private Chef,0,0,0,,,0,,,,,,,
exclusive villa chef heated pool,0,,0,,,20,/tourist-villa-chef-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Private Chef,0,0,0,,,0,,,,,,,
private chef airbnb dubai,0,transactional,0,,,20,/tourist-villa-chef-dubai,sub,,False,False,False,False,0,False,none,medium — SERP looks like another page,no tracked competitor in top 30,0.21,0,write one sentence that says it,Private Chef,0,0,0,,,0,,,,,,,
private chef for a week dubai,0,transactional,0,,24,10,/tourist-villa-chef-dubai,sub,,False,False,False,False,0,False,none,medium — SERP looks like another page,"no tracked competitor in top 30, we #24",0.4,0,write one sentence that says it; merge → /locations/dubai-hills,Private Chef,0,0,0,,,0,,,,,,,
private chef for tourists dubai,0,transactional,0,,,20,/tourist-villa-chef-dubai,sub,,False,False,False,False,0,False,none,low,no tracked competitor in top 30,0.56,0,write one sentence that says it; merge → /blog/private-chef-date-night-dubai,Private Chef,0,0,0,,,0,,,,,,,
private chef holiday villa dubai,0,transactional,0,,18,10,/tourist-villa-chef-dubai,sub,,False,False,False,False,0,False,none,medium — SERP looks like another page,"no tracked competitor in top 30, we #18",0.45,0,write one sentence that says it; merge → /locations/dubai-hills,Private Chef,0,0,0,,,0,,,,,,,
top chef offering home in dubai,0,transactional,0,,33,20,/tourist-villa-chef-dubai,sub,,False,False,False,False,0,False,none,medium — SERP looks like another page,"no tracked competitor in top 30, we #33",0.08,0,write one sentence that says it,Private Chef,0,0,0,,,0,,,,,,,
vacation villa with chef,0,,0,,,20,/tourist-villa-chef-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Private Chef,0,0,0,,,0,,,,,,,
villa with private chef jamaica,0,,0,,,20,/tourist-villa-chef-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Private Chef,0,0,0,,,0,,,,,,,
villa with private chef thailand,0,,0,,,20,/tourist-villa-chef-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Private Chef,0,0,0,,,0,,,,,,,
,0,,0,,,,/trust-and-programs,untargeted (in sitemap),,False,False,False,False,0,False,none,n/a,,,0,decide: lock a primary or keep untargeted by decision,Trust / Utility,2,3,0,,,0,,,,,,,
uae national day catering dubai,0,commercial,0,,,20,/uae-national-day-catering-dubai,primary,,True,False,False,False,1,False,none,low,no tracked competitor in top 30,1.0,3,no measured UAE demand for this primary — re-target it or merge the page; put the exact primary in the H1; say it in the meta description; one H2 carries it; use it at least twice in the body; answer a FAQ that contains it; get an inbound link with this anchor,Seasonal and Occasions,0,0,0,,,0,,,,,,,
best uae national day catering dubai,0,commercial,0,,,20,/uae-national-day-catering-dubai,sub,,False,False,False,False,0,False,none,low,no tracked competitor in top 30,0.5,0,write one sentence that says it,Seasonal and Occasions,0,0,0,,,0,,,,,,,
mothers day brunch dubai catering,0,commercial,0,,,20,/uae-national-day-catering-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Seasonal and Occasions,0,0,0,,,0,,,,,,,
mothers day lunch at home dubai,0,,0,,,20,/uae-national-day-catering-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Seasonal and Occasions,0,0,0,,,0,,,,,,,
national day catering dubai,0,commercial,0,,30,10,/uae-national-day-catering-dubai,sub,,True,False,False,False,1,False,none,medium — SERP looks like another page,"no tracked competitor in top 30, we #30",0.3,0,a second natural mention; remove it from the heading (subs live in sentences),Seasonal and Occasions,0,0,0,,,0,,,,,,,
new years day brunch dubai,0,,0,,,20,/uae-national-day-catering-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Seasonal and Occasions,0,0,0,,,0,,,,,,,
uae national day catering cost per person dubai,0,commercial,0,,24,10,/uae-national-day-catering-dubai,sub,,False,False,False,False,0,False,none,medium — SERP looks like another page,"no tracked competitor in top 30, we #24",0.15,0,write one sentence that says it,Seasonal and Occasions,0,0,0,,,0,,,,,,,
uae national day catering dubai price,0,commercial,0,,,20,/uae-national-day-catering-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Seasonal and Occasions,0,0,0,,,0,,,,,,,
uae national day catering menu dubai,0,transactional,0,,,20,/uae-national-day-catering-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Seasonal and Occasions,0,0,0,,,0,,,,,,,
uae national day catering packages dubai,0,commercial,0,,,20,/uae-national-day-catering-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Seasonal and Occasions,0,0,0,,,0,,,,,,,
valentines day dinner at home dubai,0,,0,,,20,/uae-national-day-catering-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Seasonal and Occasions,0,0,0,,,0,,,,,,,
valentines day special dinner,0,,0,,,20,/uae-national-day-catering-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Seasonal and Occasions,0,0,0,,,0,,,,,,,
best vegan catering dubai,0,commercial,0,,14,10,/vegan-catering-dubai,sub,,False,False,False,False,1,False,partial,low,"no tracked competitor in top 30, we #14",0.62,3,a second natural mention,Cuisines and Dietary,2,2,0,,,0,,,,,,,
plant based catering dubai,0,commercial,0,,11,10,/vegan-catering-dubai,sub,/blog/halal-private-dining-dubai-what-to-ask /blog/vegan-catering-dubai-guide,False,False,False,False,0,False,partial,low,"no tracked competitor in top 30, we #11",0.86,2,write one sentence that says it,Cuisines and Dietary,2,2,0,,,0,,,,,,,
vegan cakes in dubai,0,,0,,,20,/vegan-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,2,2,0,,,0,,,,,,,
vegan caterers dubai,0,commercial,0,,26,10,/vegan-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #26",0.4,3,a second natural mention,Cuisines and Dietary,2,2,0,,,0,,,,,,,
vegan catering cost per person dubai,0,commercial,0,,3,10,/vegan-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #3",0.15,3,a second natural mention,Cuisines and Dietary,2,2,0,,,0,,,,,,,
vegan catering dubai price,0,commercial,0,,4,10,/vegan-catering-dubai,sub,,False,False,False,False,1,False,partial,low,"no tracked competitor in top 30, we #4",0.5,3,a second natural mention,Cuisines and Dietary,2,2,0,,,0,,,,,,,
vegan catering menu dubai,0,transactional,0,,12,10,/vegan-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #12",0.4,3,a second natural mention,Cuisines and Dietary,2,2,0,,,0,,,,,,,
vegan catering packages dubai,0,commercial,0,,18,10,/vegan-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #18",0.45,3,a second natural mention,Cuisines and Dietary,2,2,0,,,0,,,,,,,
vegan christmas dinner dubai,0,,0,,,20,/vegan-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,2,2,0,,,0,,,,,,,
vegan food dubai,0,,0,,,20,/vegan-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,2,2,0,,,0,,,,,,,
vegan private chef dubai,0,transactional,0,,34,20,/vegan-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #34",0.0,3,a second natural mention,Cuisines and Dietary,2,2,0,,,0,,,,,,,
vegan ready meals dubai,0,,0,,,20,/vegan-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,2,2,0,,,0,,,,,,,
best vegetarian catering dubai,0,commercial,0,,,20,/vegetarian-catering-dubai,sub,,False,False,False,False,1,False,partial,low,no tracked competitor in top 30,0.86,3,a second natural mention,Cuisines and Dietary,0,0,0,,,0,,,,,,,
best vegetarian food dubai,0,,0,,,20,/vegetarian-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,0,0,0,,,0,,,,,,,
is vegetarian food available in dubai,0,,0,,,20,/vegetarian-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,0,0,0,,,0,,,,,,,
pure veg catering dubai,0,transactional,0,,,20,/vegetarian-catering-dubai,sub,,False,False,False,False,0,False,partial,low,no tracked competitor in top 30,0.56,1,write one sentence that says it,Cuisines and Dietary,0,0,0,,,0,,,,,,,
veg catering dubai,0,commercial,0,,,20,/vegetarian-catering-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.44,1,write one sentence that says it,Cuisines and Dietary,0,0,0,,,0,,,,,,,
vegetarian buffet catering dubai,0,commercial,0,,,20,/vegetarian-catering-dubai,sub,,False,False,False,False,1,False,partial,low,no tracked competitor in top 30,0.75,3,a second natural mention,Cuisines and Dietary,0,0,0,,,0,,,,,,,
vegetarian catering cost per person dubai,0,commercial,0,,,20,/vegetarian-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.18,3,a second natural mention,Cuisines and Dietary,0,0,0,,,0,,,,,,,
vegetarian catering dubai price,0,commercial,0,,,20,/vegetarian-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,0,0,0,,,0,,,,,,,
vegetarian catering menu dubai,0,informational,0,,33,20,/vegetarian-catering-dubai,sub,,False,False,False,False,1,False,partial,low,"no tracked competitor in top 30, we #33",0.75,3,a second natural mention,Cuisines and Dietary,0,0,0,,,0,,,,,,,
vegetarian catering packages dubai,0,commercial,0,,,20,/vegetarian-catering-dubai,sub,,False,False,False,False,1,False,partial,low,no tracked competitor in top 30,0.62,3,a second natural mention,Cuisines and Dietary,0,0,0,,,0,,,,,,,
vegetarian meal plans dubai,0,,0,,,20,/vegetarian-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,0,0,0,,,0,,,,,,,
vegetarian meals for catering,0,,0,,,20,/vegetarian-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,0,0,0,,,0,,,,,,,
preferred caterer dubai,0,commercial,0,,,20,/venue-partners,primary,,True,True,True,True,3,False,partial,low,no tracked competitor in top 30,1.0,8,"no measured UAE demand, but the page gets visits — check the phrasing against what they search; answer a FAQ that contains it; get an inbound link with this anchor",Partners / Recruit,4,4,0,,,0,,,,,,,
approved caterer list dubai,0,commercial,0,,,20,/venue-partners,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.17,1,write one sentence that says it,Partners / Recruit,4,4,0,,,0,,,,,,,
preferred caterer agreement,0,commercial,0,,,20,/venue-partners,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,1,write one sentence that says it,Partners / Recruit,4,4,0,,,0,,,,,,,
preferred caterer program,0,commercial,0,,,20,/venue-partners,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,1,write one sentence that says it,Partners / Recruit,4,4,0,,,0,,,,,,,
preferred caterers,0,,0,,,20,/venue-partners,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Partners / Recruit,4,4,0,,,0,,,,,,,
venue catering partnership dubai,0,commercial,0,,22,10,/venue-partners,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #22",0.0,1,write one sentence that says it,Partners / Recruit,4,4,0,,,0,,,,,,,
venues that allow outside catering dubai,0,commercial,0,,,20,/venue-partners,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,1,write one sentence that says it,Partners / Recruit,4,4,0,,,0,,,,,,,
what does preferred caterer mean,0,informational,0,,,20,/venue-partners,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,1,write one sentence that says it,Partners / Recruit,4,4,0,,,0,,,,,,,
villa catering ideas dubai,0,commercial,0,,22,10,/villa-catering-ideas-dubai,primary,,True,True,True,True,5,True,partial,low,"no tracked competitor in top 30, we #22",1.0,9,no measured UAE demand for this primary — re-target it or merge the page; get an inbound link with this anchor,Blog and Guides,0,0,0,,,0,,,,,,,
birthday catering for villa party dubai,0,transactional,0,,18,10,/villa-catering-ideas-dubai,sub,,False,False,False,False,1,True,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #18",0.09,5,a second natural mention; merge → /private-party-catering-dubai,Blog and Guides,0,0,0,,,0,,,,,,,
birthday dinner at villa dubai,0,,0,,,20,/villa-catering-ideas-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Blog and Guides,0,0,0,,,0,,,,,,,
chef for villa,0,,0,,,20,/villa-catering-ideas-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Blog and Guides,0,0,0,,,0,,,,,,,
giuseppe villa chef,0,,0,,,20,/villa-catering-ideas-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Blog and Guides,0,0,0,,,0,,,,,,,
home entertaining ideas dubai,0,commercial,0,,,20,/villa-catering-ideas-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,3,a second natural mention,Blog and Guides,0,0,0,,,0,,,,,,,
jerry villa chef,0,,0,,,20,/villa-catering-ideas-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Blog and Guides,0,0,0,,,0,,,,,,,
outdoor villa catering ideas dubai,0,commercial,0,,,20,/villa-catering-ideas-dubai,sub,,False,False,False,False,1,True,partial,low,,,5,a second natural mention,Blog and Guides,0,0,0,,,0,,,,,,,
small villa catering ideas dubai,0,commercial,0,,,20,/villa-catering-ideas-dubai,sub,,False,False,False,False,1,True,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.1,5,a second natural mention,Blog and Guides,0,0,0,,,0,,,,,,,
villa and yacht catering partners dubai,0,commercial,0,,,20,/villa-catering-ideas-dubai,sub,,False,False,False,False,2,True,partial,low,,,7,hold — nothing to do,Blog and Guides,0,0,0,,,0,,,,,,,
villa dinner party ideas dubai,0,commercial,0,,,20,/villa-catering-ideas-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,3,a second natural mention,Blog and Guides,0,0,0,,,0,,,,,,,
villa party food ideas dubai,0,commercial,0,,,20,/villa-catering-ideas-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,3,a second natural mention,Blog and Guides,0,0,0,,,0,,,,,,,
villa chef dubai,0,transactional,0,,7,10,/villas-private-residences,primary,/tourist-villa-chef-dubai,True,True,True,True,3,False,partial,low,"no tracked competitor in top 30, we #7",1.0,8,"no measured UAE demand, but the page gets visits — check the phrasing against what they search; answer a FAQ that contains it; get an inbound link with this anchor",Private Chef,15,18,0,15,0.6,5,first-party,,,,,,
chef villa heanor,0,,0,,,20,/villas-private-residences,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Private Chef,15,18,0,15,0.6,5,first-party,,,,,,
chef villa in the sky,0,,0,,,20,/villas-private-residences,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Private Chef,15,18,0,15,0.6,5,first-party,,,,,,
chef villa klope,0,,0,,,20,/villas-private-residences,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Private Chef,15,18,0,15,0.6,5,first-party,,,,,,
chef villa lorraine,0,,0,,,20,/villas-private-residences,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Private Chef,15,18,0,15,0.6,5,first-party,,,,,,
chef villa navarre,0,,0,,,20,/villas-private-residences,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Private Chef,15,18,0,15,0.6,5,first-party,,,,,,
chef villa orsini,0,,0,,,20,/villas-private-residences,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Private Chef,15,18,0,15,0.6,5,first-party,,,,,,
palm jumeirah villa dining,0,informational,0,,,20,/villas-private-residences,sub,/blog/private-chef-palm-jumeirah-guide,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,4,a second natural mention,Private Chef,15,18,0,15,0.6,5,first-party,,,,,,
private chef villa dubai,0,transactional,0,,,20,/villas-private-residences,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.36,3,a second natural mention; merge → /blog/private-chef-date-night-dubai,Private Chef,15,18,0,15,0.6,5,first-party,,,,,,
private dining at villa dubai,0,transactional,0,,24,10,/villas-private-residences,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #24",0.0,3,a second natural mention,Private Chef,15,18,0,15,0.6,5,first-party,,,,,,
villa catering dubai,0,transactional,0,,,20,/villas-private-residences,sub,/locations/dubai-hills /locations/dubai-marina,False,False,False,False,2,False,partial,low,,,6,hold — nothing to do,Private Chef,15,18,0,15,0.6,5,first-party,,,,,,
villa catering dubai menu,0,transactional,0,,15,10,/villas-private-residences,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #15",0.0,3,a second natural mention,Private Chef,15,18,0,15,0.6,5,first-party,,,,,,
villa dinner party dubai,0,transactional,0,,,20,/villas-private-residences,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Private Chef,15,18,0,15,0.6,5,first-party,,,,,,
mychef vip club,0,navigational,0,,1,10,/vip-club,primary,/catering-packages-dubai /faq /wellness-meal-prep-dubai,True,True,True,True,6,True,exact,low,"no tracked competitor in top 30, we #1",1.0,10,"no measured UAE demand, but the page gets visits — check the phrasing against what they search",Packages / Offers,5,7,0,,,0,,,,,,,
exclusive dining club dubai,0,informational,0,,,20,/vip-club,sub,,False,False,False,False,1,True,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,5,a second natural mention,Packages / Offers,5,7,0,,,0,,,,,,,
vip dining club dubai,0,informational,0,,,20,/vip-club,sub,,False,False,False,False,1,True,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,5,a second natural mention,Packages / Offers,5,7,0,,,0,,,,,,,
vip government dining dubai,0,transactional,0,,,20,/vip-club,sub,,False,False,False,False,1,True,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,5,a second natural mention,Packages / Offers,5,7,0,,,0,,,,,,,
wedding catering checklist dubai,0,informational,0,,6,10,/wedding-catering-checklist-dubai,primary,,True,True,True,False,2,False,partial,low,"no tracked competitor in top 30, we #6",1.0,7,"no measured UAE demand, but the page gets visits — check the phrasing against what they search; one H2 carries it; answer a FAQ that contains it; get an inbound link with this anchor",Blog and Guides,3,6,0,,,0,,,,,,,
afternoon tea wedding catering,0,commercial,0,,,20,/wedding-catering-checklist-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,1,write one sentence that says it,Blog and Guides,3,6,0,,,0,,,,,,,
catering contract wedding checklist,0,transactional,0,,,20,/wedding-catering-checklist-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.06,1,write one sentence that says it,Blog and Guides,3,6,0,,,0,,,,,,,
how much food for a wedding dubai,0,commercial,0,,9,10,/wedding-catering-checklist-dubai,sub,,False,False,False,False,2,True,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #9",0.06,7,hold — nothing to do,Blog and Guides,3,6,0,,,0,,,,,,,
how to plan wedding catering dubai,0,informational,0,,13,10,/wedding-catering-checklist-dubai,sub,,False,False,False,False,2,True,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #13",0.12,7,hold — nothing to do,Blog and Guides,3,6,0,,,0,,,,,,,
wedding catering questions to ask,0,informational,0,,,20,/wedding-catering-checklist-dubai,sub,,False,False,False,True,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,0,a second natural mention; remove it from the heading (subs live in sentences),Blog and Guides,3,6,0,,,0,,,,,,,
wedding catering timeline dubai,0,informational,0,,12,10,/wedding-catering-checklist-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #12",0.12,1,write one sentence that says it,Blog and Guides,3,6,0,,,0,,,,,,,
catering checklist for wedding,0,,0,,,20,/wedding-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Catering,5,8,0,111.0,0,1,ga4,,,,,,
