keyword,search_volume_uae,intent,commercial_value_usd,serp_similarity_to_owner,ranking_difficulty,current_position_uae,gsc_impressions,gsc_ctr,bing_impressions,bing_ctr,competitor_gap,entity_coverage_tokens,exact_phrase_on_page,owner_page,role,recommended_page,action
private chef dubai marina,0,commercial,0,1.0,,,,,,,no tracked competitor in top 30,1.0,True,/locations/dubai-marina,primary,/locations/dubai-marina,keep (primary)
private chef dubai marina menu,0,informational,0,0.08,,9,,,,,"no tracked competitor in top 30, we #9",1.0,True,/locations/dubai-marina,sub,/locations/dubai-marina,keep (sub)
private chef dubai price,0,commercial,0,1.0,,28,,,,,"no tracked competitor in top 30, we #28",1.0,True,/private-chef-prices-dubai,primary,/private-chef-prices-dubai,keep (primary)
private chef dubai price per day,0,commercial,0,,,n/a,,,,,,1.0,True,/private-chef-prices-dubai,sub,/private-chef-prices-dubai,keep (sub)
private chef dubai rates,0,commercial,0,,,n/a,,,,,,1.0,True,/private-chef-prices-dubai,sub,/private-chef-prices-dubai,keep (sub)
private chef emirates hills,0,commercial,0,1.0,,23,,,,,"no tracked competitor in top 30, we #23",1.0,True,/locations/emirates-hills,primary,/locations/emirates-hills,keep (primary)
private chef emirates hills villa,0,informational,0,,,n/a,,,,,,1.0,False,/locations/emirates-hills,sub,/locations/emirates-hills,keep (sub)
private chef event portfolio dubai,0,commercial,0,0.0,,20,,,,,"no tracked competitor in top 30, we #20",1.0,True,/case-studies,sub,/blog/private-chef-date-night-dubai,merge → /blog/private-chef-date-night-dubai
private chef food safety dubai,0,commercial,0,,,n/a,,,,,,1.0,True,/how-we-vet-our-chefs,sub,/how-we-vet-our-chefs,keep (sub)
private chef for a week dubai,0,transactional,0,0.4,,24,,,,,"no tracked competitor in top 30, we #24",1.0,True,/tourist-villa-chef-dubai,sub,/locations/dubai-hills,merge → /locations/dubai-hills
private chef for apartment dubai,0,transactional,0,1.0,,,,,,,no tracked competitor in top 30,1.0,True,/apartment-private-dining-dubai,primary,/apartment-private-dining-dubai,keep (primary)
private chef for birthday dinner dubai,0,transactional,0,1.0,,29,,,,,"no tracked competitor in top 30, we #29",1.0,True,/blog/best-private-chef-birthday-dinner-dubai,primary,/blog/best-private-chef-birthday-dinner-dubai,keep (primary)
private chef for dinner party dubai,0,transactional,0,0.22,,35,,,,,"no tracked competitor in top 30, we #35",1.0,False,/private-chef-dubai,sub,/blog/private-chef-date-night-dubai,merge → /blog/private-chef-date-night-dubai
private chef for tourists dubai,0,transactional,0,0.56,,,,,,,no tracked competitor in top 30,1.0,True,/tourist-villa-chef-dubai,sub,/blog/private-chef-date-night-dubai,merge → /blog/private-chef-date-night-dubai
private chef for two dubai,0,transactional,0,0.38,,27,,,,,"no tracked competitor in top 30, we #27",1.0,True,/blog/private-chef-date-night-dubai,sub,/our-chefs,merge → /our-chefs
private chef gift card dubai,0,commercial,0,,,n/a,,,,,,1.0,True,/gift-cards,sub,/gift-cards,keep (sub)
private chef holiday villa dubai,0,transactional,0,0.45,,18,,,,,"no tracked competitor in top 30, we #18",1.0,True,/tourist-villa-chef-dubai,sub,/locations/dubai-hills,merge → /locations/dubai-hills
private chef home catering,0,,0,,,n/a,,,,,,1.0,False,/,sub,/,keep (sub)
private chef how much,0,commercial,0,0.09,,,,,,,no tracked competitor in top 30,1.0,True,/blog/private-chef-date-night-dubai,sub,/blog/private-chef-date-night-dubai,keep (sub)
private chef italian food dubai,0,transactional,0,0.44,,,,,,,no tracked competitor in top 30,1.0,False,/chefs/marco-italian-chef,sub,/chefs/marco-italian-chef,keep (sub)
private chef jbr,0,commercial,0,1.0,,10,,,,,"no tracked competitor in top 30, we #10",1.0,True,/locations/jbr,primary,/locations/jbr,keep (primary)
private chef jlt,0,commercial,0,1.0,,6,,,,,"no tracked competitor in top 30, we #6",1.0,True,/locations/jlt,primary,/locations/jlt,keep (primary)
private chef jumeirah,0,commercial,0,1.0,,n/a,,,,,,1.0,True,/locations/jumeirah,primary,/locations/jumeirah,keep (primary)
private chef jvc,0,commercial,0,1.0,,26,,,,,"no tracked competitor in top 30, we #26",1.0,True,/locations/jvc,primary,/locations/jvc,keep (primary)
private chef luxury villa dubai hills,0,commercial,0,0.08,,,,,,,no tracked competitor in top 30,1.0,True,/locations/dubai-hills,sub,/locations/dubai-hills,keep (sub)
private chef meal prep dubai,0,transactional,0,0.0,,25,,,,,"no tracked competitor in top 30, we #25",1.0,True,/weekly-meal-prep-dubai,sub,/weekly-meal-prep-dubai,keep (sub)
private chef membership dubai,0,commercial,0,,,21,,,,,"no tracked competitor in top 30, we #21",1.0,True,/mychef-membership,sub,/blog/private-chef-date-night-dubai,merge → /blog/private-chef-date-night-dubai
private chef near me,0,,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/private-chef-dubai,sub,/private-chef-dubai,keep (sub)
private chef near me dubai,0,transactional,0,,,n/a,,,,,,1.0,False,/private-chef-dubai,sub,/private-chef-dubai,keep (sub)
private chef near palm jumeirah,0,commercial,0,,,21,,,,,"no tracked competitor in top 30, we #21",1.0,True,/locations/jumeirah,sub,/locations/palm-jumeirah,merge → /locations/palm-jumeirah
private chef new years eve dubai,0,transactional,0,0.09,,18,,,,,"no tracked competitor in top 30, we #18",1.0,True,/blog/nye-party-catering-dubai,sub,/blog/nye-party-catering-dubai,keep (sub)
private chef or catering,0,commercial,0,0.5,,21,,,,,"no tracked competitor in top 30, we #21",1.0,True,/,sub,/,keep (sub)
private chef or catering for a party,0,commercial,0,0.23,,27,,,,,"no tracked competitor in top 30, we #27",1.0,True,/private-chef-vs-catering-dubai,sub,/blog/private-chef-date-night-dubai,merge → /blog/private-chef-date-night-dubai
private chef palm jumeirah,0,commercial,0,1.0,,25,,,,,"no tracked competitor in top 30, we #25",1.0,True,/locations/palm-jumeirah,primary,/locations/palm-jumeirah,keep (primary)
private chef palm springs,0,informational,0,,,,,,,,no tracked competitor in top 30,1.0,True,/blog/private-chef-palm-jumeirah-guide,sub,/blog/private-chef-palm-jumeirah-guide,keep (sub)
private chef party catering,0,,0,,,n/a,,,,,,0.75,False,/,sub,/,keep (sub)
private chef proposal dinner dubai,0,transactional,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/proposal-dinner-dubai,sub,/private-chef-dubai/how-it-works,merge → /private-chef-dubai/how-it-works
private chef romantic dinner dubai,0,,0,,,n/a,,,,,,1.0,True,/romantic-dinner-dubai,sub,/romantic-dinner-dubai,keep (sub)
private chef service areas dubai,0,commercial,0,0.0,,27,,,,,"no tracked competitor in top 30, we #27",0.5,False,/locations,sub,/our-chefs,merge → /our-chefs
private chef service dubai,0,commercial,0,0.43,,25,,,,,"no tracked competitor in top 30, we #25",1.0,False,/private-chef-dubai,sub,/private-chef-dubai/how-it-works,merge → /private-chef-dubai/how-it-works
private chef set menu dubai,0,transactional,0,0.5,,29,,,,,"no tracked competitor in top 30, we #29",1.0,True,/tasting-menu-dubai,sub,/how-it-works,merge → /how-it-works
private chef tasting menu dubai,0,transactional,0,1.0,,23,,,,,"no tracked competitor in top 30, we #23",1.0,True,/tasting-menu-dubai,primary,/tasting-menu-dubai,keep (primary)
private chef tasting menu price per person dubai,0,commercial,0,0.31,,13,,,,,"no tracked competitor in top 30, we #13",1.0,True,/tasting-menu-dubai,sub,/tasting-menu-dubai,keep (sub)
private chef umm suqeim,0,transactional,0,1.0,,15,,,,,"no tracked competitor in top 30, we #15",1.0,True,/locations/umm-suqeim,primary,/locations/umm-suqeim,keep (primary)
private chef vacancies dubai,0,transactional,0,0.6,,,,,,,no tracked competitor in top 30,1.0,True,/become-a-mychef,sub,/become-a-mychef,keep on /become-a-mychef
private chef villa dubai,0,transactional,0,0.36,,,,,,,no tracked competitor in top 30,1.0,True,/villas-private-residences,sub,/blog/private-chef-date-night-dubai,merge → /blog/private-chef-date-night-dubai
private chef vs caterer cost dubai,0,commercial,0,,,n/a,,,,,,1.0,True,/private-chef-vs-catering-dubai,sub,/private-chef-vs-catering-dubai,keep (sub)
private chef vs catering,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/blog/corporate-catering-full-service-vs-drop-off,sub,/blog/corporate-catering-full-service-vs-drop-off,keep (sub)
private chef vs catering dubai,0,commercial,0,1.0,,7,,,,,"no tracked competitor in top 30, we #7",1.0,True,/private-chef-vs-catering-dubai,primary,/private-chef-vs-catering-dubai,keep (primary)
private chef vs restaurant cost dubai,0,commercial,0,0.33,,28,,,,,"no tracked competitor in top 30, we #28",1.0,True,/blog/private-chef-vs-restaurant-dubai,sub,/blog/how-much-does-private-chef-cost-dubai,drop — off-intent
private chef vs restaurant dubai,0,commercial,0,1.0,,21,,,,,"no tracked competitor in top 30, we #21",1.0,True,/blog/private-chef-vs-restaurant-dubai,primary,/blog/private-chef-vs-restaurant-dubai,keep (primary)
private chef without managing staff dubai,0,transactional,0,0.2,,,,,,,no tracked competitor in top 30,0.8,False,/private-chef-dubai/how-it-works,sub,/private-chef-dubai/how-it-works,keep (sub)
private chef yacht dubai,0,transactional,0,0.08,,27,,,,,"no tracked competitor in top 30, we #27",1.0,True,/yachts,sub,/yachts,keep (sub)
private chefs table dubai price,0,commercial,0,0.17,,24,,,,,"no tracked competitor in top 30, we #24",1.0,True,/chefs-table-dubai,sub,/chefs-table-dubai,keep (sub)
private chefs table price per person dubai,0,commercial,0,0.06,,,,,,,no tracked competitor in top 30,1.0,True,/chefs-table-dubai,sub,/blog/how-much-does-private-chef-cost-dubai,merge → /blog/how-much-does-private-chef-cost-dubai
private classes for cooking,0,,0,,,n/a,,,,,,1.0,True,/live-cooking-stations-dubai,sub,/live-cooking-stations-dubai,keep (sub)
private cook in dubai,0,,0,,,n/a,,,,,,1.0,True,/our-chefs,sub,/our-chefs,keep (sub)
private cooking class dubai,0,,0,,,n/a,,,,,,1.0,True,/private-cooking-classes-dubai,sub,/private-cooking-classes-dubai,keep (sub)
private cooking classes catering dubai for couples,0,,0,,,n/a,,,,,,1.0,True,/gift-cards,sub,/gift-cards,keep (sub)
private cooking classes dubai,0,commercial,0,1.0,,34,,,,,"no tracked competitor in top 30, we #34",1.0,True,/private-cooking-classes-dubai,primary,/private-cooking-classes-dubai,keep (primary)
private cooking classes dubai price,0,commercial,0,,,n/a,,,,,,1.0,True,/private-cooking-classes-dubai,sub,/private-cooking-classes-dubai,keep (sub)
private desert dining dubai,0,informational,0,0.4,,,,,,,no tracked competitor in top 30,1.0,True,/desert-dining-dubai,sub,/desert-dining-dubai,keep (sub)
private dining al barsha,0,informational,0,0.0,,23,,,,,"no tracked competitor in top 30, we #23",1.0,False,/locations/al-barsha,sub,/locations/al-barsha,keep (sub)
private dining arabian ranches,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/locations/arabian-ranches,sub,/locations/arabian-ranches,keep (sub)
private dining at home dubai,0,transactional,0,0.07,,31,,,,,"no tracked competitor in top 30, we #31",1.0,True,/guide/private-dining-dubai,sub,/guide/private-dining-dubai,keep (sub)
private dining at villa dubai,0,transactional,0,0.0,,24,,,,,"no tracked competitor in top 30, we #24",1.0,True,/villas-private-residences,sub,/villas-private-residences,keep (sub)
private dining bluewaters island,0,navigational,0,0.0,,,,,,,no tracked competitor in top 30,1.0,False,/locations/bluewaters-island,sub,/locations/bluewaters-island,keep (sub)
private dining business bay,0,commercial,0,,,n/a,,,,,,1.0,True,/locations/business-bay,sub,/locations/business-bay,keep (sub)
private dining chef,0,,0,0.09,,24,,,,,"no tracked competitor in top 30, we #24",1.0,True,/apartment-private-dining-dubai,sub,/apartment-private-dining-dubai,keep (sub)
private dining chef near me,0,commercial,0,,,,,,,,no tracked competitor in top 30,1.0,True,/blog/private-chef-palm-jumeirah-guide,sub,/blog/private-chef-date-night-dubai,merge → /blog/private-chef-date-night-dubai
private dining difc,0,commercial,0,,,,,,,,no tracked competitor in top 30,1.0,True,/locations/difc,sub,/locations/difc,keep (sub)
private dining downtown dubai,0,transactional,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/locations/downtown-dubai,sub,/locations/downtown-dubai,keep (sub)
private dining dubai for couples,0,commercial,0,0.18,,,,,,,no tracked competitor in top 30,1.0,True,/guide/private-dining-dubai,sub,/guide/private-dining-dubai,keep (sub)
private dining dubai hills,0,commercial,0,,,n/a,,,,,,1.0,True,/locations/dubai-hills,sub,/locations/dubai-hills,keep (sub)
private dining dubai marina,0,informational,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/locations/dubai-marina,sub,/locations/dubai-marina,keep (sub)
private dining emirates hills,0,navigational,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/locations/emirates-hills,sub,/locations/emirates-hills,keep (sub)
private dining experience dubai,0,informational,0,0.86,,,,,,,no tracked competitor in top 30,1.0,True,/guide/private-dining-dubai,sub,/guide/private-dining-dubai,keep (sub)
private dining ideas dubai,0,commercial,0,0.88,,,,,,,no tracked competitor in top 30,1.0,True,/guide/private-dining-dubai,sub,/guide/private-dining-dubai,keep (sub)
private dining jbr,0,commercial,0,0.0,,29,,,,,"no tracked competitor in top 30, we #29",1.0,True,/locations/jbr,sub,/locations/jbr,keep (sub)
private dining jlt,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,False,/locations/jlt,sub,/locations/jlt,keep (sub)
private dining jumeirah,0,commercial,0,,,,,,,,no tracked competitor in top 30,1.0,True,/locations/jumeirah,sub,/locations/jumeirah,keep (sub)
private dining jvc,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,False,/locations/jvc,sub,/locations/jvc,keep (sub)
private dining palm jumeirah,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/locations/palm-jumeirah,sub,/locations/palm-jumeirah,keep (sub)
private dining palm jumeirah dubai,0,informational,0,1.0,,n/a,,,,,,1.0,True,/blog/private-chef-palm-jumeirah-guide,primary,/blog/private-chef-palm-jumeirah-guide,keep (primary)
private dining trends dubai 2026,0,commercial,0,,,n/a,,,,,,1.0,True,/dubai-food-trends-report-2026,sub,/dubai-food-trends-report-2026,keep (sub)
private dining umm suqeim,0,transactional,0,0.0,,,,,,,no tracked competitor in top 30,1.0,False,/locations/umm-suqeim,sub,/locations/umm-suqeim,keep (sub)
private dinner cruise dubai price,0,,0,,,n/a,,,,,,1.0,True,/corporate-dinner-package-dubai,sub,/corporate-dinner-package-dubai,keep (sub)
private dinner date dubai,0,transactional,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/blog/private-chef-date-night-dubai,sub,/blog/private-chef-date-night-dubai,keep (sub)
private dinner experience dubai,0,informational,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/mystery-dining-dubai,sub,/mystery-dining-dubai,keep (sub)
private dinner package dubai,0,,0,,,n/a,,,,,,1.0,True,/date-night-package-dubai,sub,/date-night-package-dubai,keep (sub)
private dinner palm jumeirah,0,transactional,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/locations/palm-jumeirah,sub,/locations/palm-jumeirah,keep (sub)
private dinner party dubai,0,transactional,0,0.86,,,,,,,no tracked competitor in top 30,1.0,True,/guide/private-dining-dubai,sub,/guide/private-dining-dubai,keep (sub)
private event catering dubai,0,commercial,0,0.33,,,,,,,no tracked competitor in top 30,1.0,False,/events,sub,/events,keep (sub)
private fine dining dubai,0,,0,,,n/a,,,,,,1.0,True,/halal-private-dining-dubai,sub,/halal-private-dining-dubai,keep (sub)
private italian chef near me,0,,0,,,n/a,,,,,,1.0,True,/italian-catering-dubai,sub,/italian-catering-dubai,keep (sub)
private jet catering aspen,0,,0,,,n/a,,,,,,0.75,False,/private-jet-catering-dubai,sub,/private-jet-catering-dubai,keep (sub)
private jet catering austin,0,,0,,,n/a,,,,,,0.75,False,/private-jet-catering-dubai,sub,/private-jet-catering-dubai,keep (sub)
private jet catering dubai,0,commercial,0,1.0,,,,,,,no tracked competitor in top 30,1.0,True,/private-jet-catering-dubai,primary,/private-jet-catering-dubai,keep (primary)
private jet catering farnborough,0,,0,,,n/a,,,,,,0.75,False,/private-jet-catering-dubai,sub,/private-jet-catering-dubai,keep (sub)
private jet catering menu prices,0,,0,,,n/a,,,,,,1.0,True,/tasting-menu-dubai,sub,/tasting-menu-dubai,keep (sub)
private jet chef dubai,0,transactional,0,0.06,,,,,,,no tracked competitor in top 30,1.0,False,/private-jet-catering-dubai,sub,/private-jet-catering-dubai,keep (sub)
private jet food dubai,0,informational,0,0.36,,,,,,,no tracked competitor in top 30,1.0,False,/private-jet-catering-dubai,sub,/private-jet-catering-dubai,keep (sub)
private jet meals dubai,0,commercial,0,0.36,,,,,,,no tracked competitor in top 30,0.67,False,/private-jet-catering-dubai,sub,/private-jet-catering-dubai,keep (sub)
private party catering cost per person dubai,0,commercial,0,,,n/a,,,,,,1.0,False,/private-party-catering-dubai,sub,/private-party-catering-dubai,keep (sub)
private party catering dubai,0,commercial,0,1.0,,,,,,,no tracked competitor in top 30,1.0,True,/private-party-catering-dubai,primary,/private-party-catering-dubai,keep (primary)
private party catering dubai price,0,commercial,0,,,n/a,,,,,,1.0,True,/private-party-catering-dubai,sub,/private-party-catering-dubai,keep (sub)
private party catering menu dubai,0,commercial,0,0.71,,,,,,,no tracked competitor in top 30,1.0,False,/private-party-catering-dubai,sub,/private-party-catering-dubai,keep (sub)
private party catering near me,0,,0,,,n/a,,,,,,1.0,True,/cocktail-party-catering-dubai,sub,/cocktail-party-catering-dubai,keep (sub)
private party catering packages dubai,0,commercial,0,0.83,,,,,,,no tracked competitor in top 30,1.0,False,/private-party-catering-dubai,sub,/private-party-catering-dubai,keep (sub)
private pastry chef dubai,0,commercial,0,1.0,,,,,,,no tracked competitor in top 30,1.0,False,/chefs/matteo-pastry-chef,primary,/chefs/matteo-pastry-chef,keep (primary)
private sushi chef dubai,0,,0,,,n/a,,,,,,1.0,True,/sushi-catering-dubai,sub,/sushi-catering-dubai,keep (sub)
private tasting menu dubai,0,commercial,0,,,n/a,,,,,,1.0,True,/tasting-menu-dubai,sub,/tasting-menu-dubai,keep (sub)
private yacht dinner dubai price,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,0.5,False,/partners/yacht-charters-dubai,sub,/partners/yacht-charters-dubai,keep (sub)
product launch catering dubai,0,commercial,0,1.0,,n/a,,,,,,1.0,True,/product-launch-catering-dubai,primary,/product-launch-catering-dubai,keep (primary)
product launch catering dubai cost per person,0,commercial,0,,,n/a,,,,,,1.0,True,/product-launch-catering-dubai,sub,/product-launch-catering-dubai,keep (sub)
product launch catering dubai price,0,commercial,0,,,2,,,,,"no tracked competitor in top 30, we #2",1.0,True,/product-launch-catering-dubai,sub,/product-launch-catering-dubai,keep (sub)
product launch catering menu dubai,0,commercial,0,,,4,,,,,"no tracked competitor in top 30, we #4",1.0,True,/product-launch-catering-dubai,sub,/product-launch-catering-dubai,keep (sub)
product launch catering packages dubai,0,commercial,0,,,n/a,,,,,,1.0,True,/product-launch-catering-dubai,sub,/product-launch-catering-dubai,keep (sub)
production catering companies dubai,0,commercial,0,,,n/a,,,,,,1.0,True,/production-catering-dubai,sub,/production-catering-dubai,keep (sub)
production catering dubai,0,commercial,0,1.0,,,,,,,no tracked competitor in top 30,1.0,True,/production-catering-dubai,primary,/production-catering-dubai,keep (primary)
production catering dubai cost per person,0,commercial,0,,,n/a,,,,,,1.0,True,/production-catering-dubai,sub,/production-catering-dubai,keep (sub)
production catering dubai price,0,commercial,0,0.33,,17,,,,,"no tracked competitor in top 30, we #17",1.0,True,/production-catering-dubai,sub,/production-catering-dubai,keep (sub)
production catering menu dubai,0,commercial,0,0.21,,31,,,,,"no tracked competitor in top 30, we #31",1.0,True,/production-catering-dubai,sub,/production-catering-dubai,keep (sub)
production catering packages dubai,0,commercial,0,0.45,,,,,,,no tracked competitor in top 30,1.0,True,/production-catering-dubai,sub,/production-catering-dubai,keep (sub)
proposal dinner dubai,0,transactional,0,1.0,,,,,,,no tracked competitor in top 30,1.0,True,/proposal-dinner-dubai,primary,/proposal-dinner-dubai,keep (primary)
proposal dinner dubai price,0,commercial,0,0.33,,,,,,,no tracked competitor in top 30,1.0,True,/proposal-dinner-dubai,sub,/proposal-dinner-dubai,keep (sub)
proposal dinner menu dubai,0,transactional,0,0.23,,,,,,,no tracked competitor in top 30,1.0,True,/proposal-dinner-dubai,sub,/proposal-dinner-dubai,keep (sub)
proposal dinner packages dubai,0,commercial,0,,,n/a,,,,,,1.0,True,/proposal-dinner-dubai,sub,/proposal-dinner-dubai,keep (sub)
pure veg catering dubai,0,transactional,0,0.56,,,,,,,no tracked competitor in top 30,1.0,True,/vegetarian-catering-dubai,sub,/vegetarian-catering-dubai,keep (sub)
questions to ask a caterer dubai,0,informational,0,0.06,,,,,,,no tracked competitor in top 30,1.0,True,/how-to-choose-caterer-dubai,sub,/how-to-choose-caterer-dubai,keep (sub)
ramadan catering cost per person dubai,0,commercial,0,0.06,,,,,,,no tracked competitor in top 30,1.0,True,/ramadan-catering-dubai,sub,/ramadan-catering-dubai,keep (sub)
ramadan catering dubai price,0,commercial,0,,,n/a,,,,,,1.0,True,/ramadan-catering-dubai,sub,/ramadan-catering-dubai,keep (sub)
ramadan catering guide dubai,0,commercial,0,1.0,,,,,,,no tracked competitor in top 30,1.0,True,/ramadan-catering-guide-dubai,primary,/ramadan-catering-guide-dubai,keep (primary)
ramadan catering in dubai,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/blog/ramadan-iftar-catering-trends-2026,sub,/ramadan-catering-dubai,merge → /ramadan-catering-dubai
ramadan catering menu dubai,0,commercial,0,,,n/a,,,,,,1.0,True,/ramadan-catering-dubai,sub,/ramadan-catering-dubai,keep (sub)
ramadan catering packages dubai,0,commercial,0,0.36,,,,,,,no tracked competitor in top 30,1.0,True,/ramadan-catering-dubai,sub,/ramadan-catering-dubai,keep (sub)
ramadan catering trends dubai 2026,0,commercial,0,1.0,,19,,,,,"no tracked competitor in top 30, we #19",1.0,True,/blog/ramadan-iftar-catering-trends-2026,primary,/blog/ramadan-iftar-catering-trends-2026,keep (primary)
ramadan iftar buffet dubai price,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/ramadan-catering-dubai,sub,/ramadan-catering-dubai,keep (sub)
ramadan iftar catering trends 2026,0,commercial,0,0.15,,,,,,,no tracked competitor in top 30,1.0,False,/blog/ramadan-iftar-catering-trends-2026,sub,/blog/ramadan-iftar-catering-trends-2026,keep (sub)
ramadan iftar catering trends dubai,0,commercial,0,0.31,,,,,,,no tracked competitor in top 30,1.0,True,/ramadan-catering-guide-dubai,sub,/ramadan-catering-guide-dubai,keep (sub)
ramadan majlis catering dubai,0,commercial,0,0.15,,,,,,,no tracked competitor in top 30,1.0,True,/ramadan-catering-dubai,sub,/ramadan-catering-dubai,keep (sub)
ramadan office catering dubai,0,,0,,,n/a,,,,,,0.67,False,/office-catering-dubai,sub,/office-catering-dubai,keep (sub)
ready to cook meals dubai,0,,0,,,n/a,,,,,,1.0,True,/staff-meals-catering-dubai,sub,/staff-meals-catering-dubai,keep (sub)
recurring corporate catering dubai,0,,0,,,n/a,,,,,,1.0,False,/corporate,sub,/corporate,keep (sub)
refer a friend catering dubai,0,transactional,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/referral-programme,sub,/referral-programme,keep (sub)
romantic dinner at home dubai,0,,0,,,n/a,,,,,,1.0,True,/romantic-dinner-dubai,sub,/romantic-dinner-dubai,keep (sub)
romantic dinner dubai desert,0,informational,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/romantic-dinner-dubai,sub,/romantic-dinner-dubai,keep (sub)
romantic dinner dubai for couples,0,informational,0,0.62,,,,,,,no tracked competitor in top 30,1.0,True,/romantic-dinner-dubai,sub,/romantic-dinner-dubai,keep (sub)
romantic dinner dubai marina,0,informational,0,0.17,,,,,,,no tracked competitor in top 30,1.0,True,/romantic-dinner-dubai,sub,/romantic-dinner-dubai,keep (sub)
romantic dinner dubai with a view,0,informational,0,0.44,,,,,,,no tracked competitor in top 30,1.0,True,/romantic-dinner-dubai,sub,/romantic-dinner-dubai,keep (sub)
romantic dinner ideas at home dubai,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/blog/private-chef-date-night-dubai,sub,/blog/private-chef-date-night-dubai,keep (sub)
romantic proposal dinner dubai,0,,0,,,n/a,,,,,,1.0,True,/proposal-dinner-dubai,sub,/proposal-dinner-dubai,keep (sub)
sample catering menu dubai,0,transactional,0,,,n/a,,,,,,1.0,False,/menus,sub,/menus,keep (sub)
satvik catering dubai,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/jain-catering-dubai,sub,/jain-catering-dubai,keep (sub)
shawarma live station,0,,0,,,n/a,,,,,,1.0,True,/live-cooking-stations-dubai,sub,/live-cooking-stations-dubai,keep (sub)
should i hire a chef or a caterer,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/private-chef-vs-catering-dubai,sub,/private-chef-vs-catering-dubai,keep (sub)
simple yacht party menu ideas,0,informational,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/blog/yacht-party-menu-ideas-dubai,sub,/blog/yacht-party-menu-ideas-dubai,keep (sub)
small catering cost calculator dubai,0,commercial,0,,,16,,,,,"no tracked competitor in top 30, we #16",1.0,True,/catering-cost-calculator-dubai,sub,/catering-cost-calculator-dubai,keep (sub)
small catering dubai party,0,commercial,0,0.18,,,,,,,no tracked competitor in top 30,1.0,True,/catering-dubai,sub,/birthday-catering-package-dubai,merge → /birthday-catering-package-dubai
small catering locations dubai,0,commercial,0,0.33,,,,,,,no tracked competitor in top 30,0.67,False,/locations,sub,/locations,keep (sub)
small catering menus dubai,0,commercial,0,0.08,,,,,,,no tracked competitor in top 30,0.67,False,/menus,sub,/menus,keep (sub)
small catering packages dubai,0,commercial,0,0.2,,,,,,,no tracked competitor in top 30,0.67,False,/catering-packages-dubai,sub,/catering-packages-dubai,keep (sub)
small corporate catering dubai,0,commercial,0,,,n/a,,,,,,0.67,False,/corporate,sub,/corporate,keep (sub)
small corporate event catering ideas dubai,0,commercial,0,0.3,,,,,,,no tracked competitor in top 30,1.0,True,/blog/corporate-event-catering-ideas-dubai,sub,/blog/corporate-event-catering-ideas-dubai,keep (sub)
small event catering dubai,0,commercial,0,0.18,,,,,,,no tracked competitor in top 30,1.0,False,/events,sub,/events,keep (sub)
small office catering dubai,0,,0,,,n/a,,,,,,0.67,False,/office-catering-dubai,sub,/office-catering-dubai,keep (sub)
small party catering dubai indian price list,0,,0,,,n/a,,,,,,0.83,False,/private-party-catering-dubai,sub,/private-party-catering-dubai,keep (sub)
small party catering in dubai,0,,0,,,n/a,,,,,,1.0,True,/baby-shower-catering-dubai,sub,/baby-shower-catering-dubai,keep (sub)
small villa catering ideas dubai,0,commercial,0,0.1,,,,,,,no tracked competitor in top 30,1.0,True,/villa-catering-ideas-dubai,sub,/villa-catering-ideas-dubai,keep (sub)
small wedding catering cost dubai,0,commercial,0,0.45,,2,,,,,"no tracked competitor in top 30, we #2",1.0,True,/blog/wedding-catering-cost-dubai,sub,/blog/wedding-catering-cost-dubai,keep (sub)
small wedding catering dubai,0,commercial,0,,,n/a,,,,,,1.0,True,/wedding-catering-dubai,sub,/wedding-catering-dubai,keep (sub)
small yacht catering dubai,0,commercial,0,0.36,,24,,,,,"no tracked competitor in top 30, we #24",0.67,False,/yachts,sub,/yachts,keep (sub)
small yacht catering guide dubai,0,commercial,0,,,14,,,,,"no tracked competitor in top 30, we #14",1.0,True,/yacht-catering-guide-dubai,sub,/yacht-catering-guide-dubai,keep (sub)
south indian catering dubai,0,,0,,,n/a,,,,,,1.0,True,/indian-catering-dubai,sub,/indian-catering-dubai,keep (sub)
